
2025-12-15	厦门钨业	买入	0→43%	38.05	-
2025-12-09	鼎泰高科	买入	0→71%	112.35	-
2025-12-09	德科立	卖出	72→0%	149.00	-
2025-11-28	东田微	卖出	68→0%	122.22	-
2025-11-28	德科立	688拦截	0→68%	122.27	-
2025-11-27	淳中科技	卖出	1→0%	178.90	-
2025-11-27	阳光电源	卖出	1→0%	189.27	-
2025-11-27	天华新能	加仓(持仓已满)	1→50%	50.14	-
2025-11-27	天齐锂业	买入	0→50%	53.86	-
2025-11-25	华友钴业	减仓(无slice)	18→10%	59.07	-
2025-11-25	盐湖股份	减仓(无slice)	31→10%	25.70	-
2025-11-25	云天化	卖出	14→0%	30.20	-14.17%
2025-11-25	捷佳伟创	减仓	13→5%	81.75	-18.58%
2025-11-25	永鼎股份	买入	0→10%	15.02	-
2025-11-25	剑桥科技	加仓(持仓已满)	24→35%	96.90	-
2025-11-25	光库科技	买入	0→15%	125.50	-
2025-11-25	天孚通信	买入	0→15%	147.10	-
2025-11-21	淳中科技	减仓(无slice)	20→1%	188.87	-
2025-11-21	阳光电源	减仓(无slice)	9→1%	168.91	-
2025-11-21	天华新能	减仓(无slice)	70→1%	49.03	-
2025-11-21	德科立	卖出	62→0%	115.00	-
2025-11-21	东田微	买入	0→63%	89.27	-
2025-11-13	海力风电	卖出	16→0%	87.42	-
2025-11-13	中远海特	卖出	19→0%	7.39	-
2025-11-13	中际联合	卖出	11→0%	43.36	+16.00%
2025-11-13	欧陆通	卖出	9→0%	185.05	-
2025-11-13	捷佳伟创	买入	0→15%	100.41	-
2025-11-13	云天化	买入	0→15%	35.18	-
2025-11-13	剑桥科技	买入	0→24%	102.88	-
2025-11-11	三孚股份	卖出	57→0%	23.55	+29.55%
2025-11-11	德科立	688拦截	0→55%	94.23	-
2025-11-07	淳中科技	减仓(无slice)	76→30%	242.58	-
2025-11-07	天华新能	加仓(持仓已满)	11→57%	34.52	-
2025-11-04	禾望电气	卖出	21→0%	30.72	-
2025-11-04	斯迪克	买入	0→13%	25.05	-
2025-10-31	药明康德	卖出	13→0%	97.36	-
2025-10-31	大博医疗	卖出	15→0%	48.89	-
2025-10-31	盐湖股份	买入	0→28%	25.32	-
2025-10-27	长芯博创	卖出	53→0%	114.96	-
2025-10-27	沪电股份	买入	0→53%	77.11	-
2025-10-23	长芯博创	减仓(无slice)	60→49%	97.05	-
2025-10-23	隆扬电子	卖出	39→0%	59.51	-14.50%
2025-10-23	三孚股份	买入	0→51%	18.18	-
2025-10-13	中际旭创	减仓(无slice)	31→30%	372.65	-
2025-09-19	天孚通信	减仓(无slice)	25→22%	186.00	-
2025-09-17	协创数据	封顶减仓	0→0%	162.45	-
2025-09-17	协创数据	卖出	29→0%	162.45	+61.24%
2025-09-17	华友钴业	买入	0→15%	51.44	-
2025-09-17	海力风电	买入	0→15%	83.33	-
2025-09-17	兆龙互连	卖出	38→0%	56.73	+14.18%
2025-09-17	隆扬电子	买入	0→38%	69.60	-
2025-09-08	腾景科技	卖出	64→0%	89.90	-
2025-09-08	长芯博创	买入	0→63%	121.23	-
2025-09-02	光迅科技	买入	0→25%	69.19	-
2025-09-02	天孚通信	买入	0→25%	206.94	-
2025-09-02	华工科技	买入	0→25%	76.54	-
2025-08-29	涛涛车业	卖出	12→0%	186.22	+35.91%
2025-08-29	中宠股份	卖出	9→0%	59.34	-
2025-08-29	锐捷网络	卖出	13→0%	89.22	-
2025-08-29	国电南自	卖出	4→0%	10.46	-
2025-08-29	大博医疗	减仓(无slice)	26→20%	54.90	-
2025-08-29	中际联合	买入	0→10%	37.38	-
2025-08-29	欧陆通	买入	0→14%	269.62	-
2025-08-29	协创数据	买入	0→20%	100.75	-
2025-08-26	飞龙股份	卖出	29→0%	28.03	+57.58%
2025-08-26	协创数据	加仓	39→50%	106.56	-
2025-08-26	华友钴业	买入	0→27%	47.68	-
2025-08-19	中际旭创	卖出	56→0%	269.01	-
2025-08-19	腾景科技	688拦截	0→56%	69.00	-
2025-08-15	东芯股份	卖出	100→0%	105.23	-
2025-08-15	剑桥科技	买入	0→100%	54.20	-
2025-08-05	大洋电机	卖出	30→0%	6.61	-6.41%
2025-08-05	飞龙股份	买入	0→29%	17.79	-
2025-07-31	太辰光	卖出	44→0%	120.08	-
2025-07-31	兆龙互连	买入	0→44%	49.68	-
2025-07-30	联特科技	卖出	55→0%	93.22	-
2025-07-30	罗博特科	卖出	45→0%	177.70	+157.44%
2025-07-30	东芯股份	688拦截	0→100%	51.05	-
2025-07-25	中远海特	买入	0→23%	7.06	-
2025-07-25	锐捷网络	买入	0→10%	60.94	-
2025-07-24	高澜股份	卖出	45→0%	18.28	-
2025-07-24	太辰光	买入	0→45%	104.22	-
2025-07-22	国电南自	买入	0→5%	10.38	-
2025-07-22	中宠股份	减仓(无slice)	14→10%	55.70	-
2025-07-22	新易盛	卖出	32→0%	180.94	-
2025-07-22	胜宏科技	卖出	28→0%	156.69	+93.46%
2025-07-22	仕佳光子	卖出	26→0%	54.00	-
2025-07-22	涛涛车业	买入	0→10%	137.02	-
2025-07-22	药明康德	买入	0→15%	82.83	-
2025-07-22	大博医疗	买入	0→25%	43.95	-
2025-07-21	长芯博创	加仓(持仓已满)	10→15%	86.22	-
2025-07-18	平安电工	卖出	46→0%	44.70	-
2025-07-18	高澜股份	买入	0→46%	19.16	-
2025-07-17	新易盛	卖出	17→0%	179.13	-
2025-07-17	淳中科技	加仓(持仓已满)	39→55%	42.03	-
2025-07-15	新易盛	减仓(无slice)	33→15%	157.08	-
2025-07-15	淳中科技	加仓(持仓已满)	20→38%	39.67	-
2025-07-14	联特科技	卖出	47→0%	89.96	-
2025-07-14	平安电工	买入	0→46%	36.57	-
2025-07-09	龙磁科技	减仓	24→1%	44.72	+9.00%
2025-07-09	禾望电气	买入	0→25%	32.33	-
2025-07-03	胜宏科技	卖出	52→0%	139.59	+236.52%
2025-07-03	隆扬电子	卖出	48→0%	26.72	-
2025-07-03	中际旭创	买入	0→50%	141.67	-
2025-07-03	联特科技	买入	0→50%	96.27	-
2025-07-02	新易盛	减仓(无slice)	50→30%	125.16	-
2025-07-02	阳光电源	买入	0→20%	68.63	-
2025-07-02	新易盛	减仓(无slice)	100→50%	124.76	-
2025-07-02	淳中科技	买入	0→20%	35.33	-
2025-07-02	天华新能	买入	0→30%	19.07	-
2025-06-25	聚光科技	卖出	80→0%	22.18	-
2025-06-25	胜宏科技	加仓(已满仓)	20→100%	119.70	-
2025-06-25	聚光科技	减仓(无slice)	100→80%	22.24	-
2025-06-25	胜宏科技	封顶减仓	0→0%	119.03	-
2025-06-25	胜宏科技	买入	0→20%	120.23	-
2025-06-19	中际旭创	加仓(持仓已满)	30→31%	127.45	-
2025-06-19	龙磁科技	加仓(低于最小手数)	24→25%	40.41	-
2025-06-18	沪电股份	卖出	50→0%	43.76	-
2025-06-18	隆扬电子	买入	0→49%	22.73	-
2025-06-11	新易盛	减仓(无slice)	84→70%	98.67	-
2025-06-11	太辰光	卖出	16→0%	90.05	-
2025-06-11	中际旭创	买入	0→30%	107.70	-
2025-06-11	大洋电机	加仓	29→31%	6.65	-
2025-06-10	太辰光	加仓(持仓已满)	15→16%	89.90	-
2025-06-10	长芯博创	买入	0→10%	53.82	-
2025-05-28	新易盛	加仓(持仓已满)	85→85%	82.92	-
2025-05-23	新易盛	减仓(无slice)	100→85%	117.10	-
2025-05-23	太辰光	买入	0→15%	69.68	-
2025-05-12	胜宏科技	买入	0→25%	80.99	-
2025-05-12	新易盛	买入	0→25%	112.65	-
2025-05-12	中宠股份	买入	0→25%	56.60	-
2025-05-12	仕佳光子	688拦截	0→25%	29.54	-
2025-05-12	协创数据	加仓(持仓已满)	45→51%	106.58	-
2025-04-16	麦格米特	卖出	74→0%	47.55	-
2025-04-16	聚光科技	加仓(持仓已满)	26→100%	23.21	-
2025-04-14	麦格米特	减仓(无slice)	100→75%	51.01	-
2025-04-14	聚光科技	买入	0→25%	23.99	-
2025-03-28	新易盛	买入	0→100%	94.25	-
2025-03-18	胜宏科技	减仓	100→50%	89.48	+115.71%
2025-03-18	沪电股份	买入	0→50%	35.65	-
2025-03-11	协创数据	减仓(无slice)	73→45%	126.54	-
2025-03-11	国联股份	卖出	25→0%	27.41	+3.75%
2025-03-11	天华新能	卖出	1→0%	23.04	+66.13%
2025-03-11	龙磁科技	买入	0→23%	41.03	-
2025-03-11	大洋电机	买入	0→31%	7.09	-
2025-02-21	罗博特科	减仓(低于最小手数)	100→50%	202.40	-
2025-02-21	联特科技	买入	0→50%	86.70	-
2025-02-19	罗博特科	卖出	100→0%	182.68	+109.08%
2025-02-19	麦格米特	买入	0→100%	59.01	-
2025-02-05	润泽科技	卖出	53→0%	61.63	-
2025-02-05	中际旭创	卖出	4→0%	104.44	-
2025-02-05	新易盛	加仓(持仓已满)	43→100%	112.81	-
2025-01-22	神宇股份	卖出	46→0%	59.42	-
2025-01-22	润泽科技	买入	0→46%	56.95	-
2025-01-20	赛力斯	卖出	100→0%	136.91	-
2025-01-20	中际旭创	买入	0→5%	119.26	-
2025-01-20	神宇股份	买入	0→47%	56.32	-
2025-01-20	新易盛	买入	0→48%	123.87	-
2024-11-06	华通线缆	卖出	62→0%	9.65	-
2024-11-06	国联股份	买入	0→25%	26.42	-
2024-11-06	协创数据	加仓(持仓已满)	36→73%	80.26	-
2024-10-16	鼎通科技	卖出	21→0%	39.79	-
2024-10-16	中石科技	卖出	52→0%	18.40	+3.18%
2024-10-16	申菱环境	卖出	27→0%	22.41	-21.39%
2024-10-16	胜宏科技	买入	0→100%	41.48	-
2024-09-09	申菱环境	封顶减仓	0→0%	27.95	-
2024-09-09	中石科技	封顶减仓	0→0%	17.48	-
2024-09-09	罗博特科	买入	0→100%	69.02	-
2024-08-05	兆易创新	卖出	100→0%	79.76	-
2024-08-05	赛力斯	买入	0→100%	77.01	-
2024-07-17	华通线缆	减仓(无slice)	70→62%	9.38	-
2024-07-16	赛力斯	卖出	23→0%	76.89	-5.94%
2024-07-16	罗博特科	加仓	77→100%	87.38	-
2024-06-20	汇纳科技	卖出	33→0%	18.79	-17.97%
2024-06-20	亿道信息	卖出	39→0%	40.74	-
2024-06-20	鼎通科技	688拦截	0→23%	42.78	-
2024-06-20	中石科技	买入	0→50%	17.84	-
2024-06-14	协创数据	加仓(持仓已满)	25→28%	57.70	-
2024-06-12	赛力斯	卖出	100→0%	84.55	-4.66%
2024-06-12	兆易创新	买入	0→100%	86.76	-
2024-06-04	漫步者	卖出	82→0%	13.01	-
2024-06-04	赛力斯	加仓	17→100%	91.22	-
2024-05-22	兆易创新	卖出	2→0%	82.85	-
2024-05-22	赛力斯	减仓	81→16%	87.08	+1.10%
2024-05-22	漫步者	加仓(持仓已满)	17→83%	13.36	-
2024-05-21	赛力斯	减仓(低于最小手数)	32→25%	87.29	-
2024-05-21	罗博特科	加仓(持仓已满)	68→75%	124.77	-
2024-05-20	中远海能	卖出	63→0%	17.15	-
2024-05-20	兆易创新	买入	0→2%	81.62	-
2024-05-20	漫步者	买入	0→17%	13.22	-
2024-05-20	赛力斯	加仓(低于最小手数)	18→81%	88.39	-
2024-05-17	中远海能	减仓(无slice)	100→63%	16.98	-
2024-05-17	赛力斯	买入	0→18%	86.13	-
2024-05-15	中远海能	买入	0→100%	17.98	-
2024-04-24	罗博特科	加仓(持仓已满)	64→65%	111.00	-
2024-04-24	赛力斯	减仓	54→35%	89.79	+9.84%
2024-04-24	罗博特科	加仓(持仓已满)	46→64%	111.46	-
2024-04-03	赛力斯	减仓	71→50%	86.19	+5.43%
2024-04-03	罗博特科	加仓(持仓已满)	29→50%	124.01	-
2024-04-01	赛力斯	减仓	100→68%	89.94	+10.02%
2024-04-01	罗博特科	买入	0→32%	148.30	-
2024-03-26	兆龙互连	卖出	29→0%	44.04	-
2024-03-26	协创数据	买入	0→29%	60.65	-
2024-03-22	利和兴	卖出	41→0%	15.25	-
2024-03-22	亿道信息	买入	0→41%	53.43	-
2024-03-21	中石科技	卖出	31→0%	17.62	-0.07%
2024-03-21	胜宏科技	卖出	40→0%	26.04	-
2024-03-21	汇纳科技	买入	0→33%	22.91	-
2024-03-21	利和兴	买入	0→38%	13.19	-
2024-03-20	拓维信息	卖出	30→0%	16.85	-
2024-03-20	兆龙互连	买入	0→29%	43.08	-
2024-03-05	新易盛	卖出	29→0%	71.04	-2.20%
2024-03-05	申菱环境	买入	0→29%	28.51	-
2024-03-05	中石科技	封顶减仓	0→0%	17.29	-
2024-03-05	中矿资源	减仓	99→1%	36.38	-31.32%
2024-03-05	拓维信息	买入	0→30%	15.67	-
2024-03-05	华通线缆	买入	0→68%	9.44	-
2024-03-04	盛弘股份	卖出	32→0%	30.30	-22.75%
2024-03-04	中石科技	买入	0→31%	17.63	-
2023-10-19	鸿博股份	卖出	51→0%	35.25	+67.33%
2023-10-19	赛力斯	加仓	49→100%	81.75	-
2023-10-13	赛力斯	买入	0→45%	73.06	-
2023-10-13	中贝通信	卖出	43→0%	34.56	-
2023-10-13	鸿博股份	减仓(低于最小手数)	57→55%	37.81	-
2023-08-23	曙光数创	卖出	18→0%	51.12	-
2023-08-23	鸿博股份	封顶减仓	0→0%	42.39	-
2023-08-23	鸿博股份	减仓	82→70%	42.39	+101.21%
2023-08-23	中贝通信	买入	0→30%	22.41	-
2023-07-04	佰奥智能	卖出	27→0%	28.73	+4.20%
2023-07-04	新易盛	买入	0→27%	72.64	-
2023-06-21	中际旭创	卖出	71→0%	161.94	+78.87%
2023-06-21	盛弘股份	买入	0→36%	39.23	-
2023-06-21	胜宏科技	买入	0→36%	25.42	-
2023-05-31	佰奥智能	封顶减仓	0→0%	27.03	-
2023-05-31	中矿资源	加仓(低于最小手数)	99→99%	75.17	-
2023-05-26	中矿资源	封顶减仓	0→0%	99.54	-
2023-05-26	多氟多	卖出	39→0%	20.07	-36.72%
2023-05-26	佰奥智能	买入	0→39%	27.57	-
2023-05-23	天赐材料	卖出	59→0%	44.90	-57.33%
2023-05-23	中际旭创	买入	0→59%	90.54	-
2023-05-22	曙光数创	减仓(无slice)	38→30%	126.50	-
2023-05-22	鸿博股份	加仓	62→70%	21.91	-
2023-05-12	鸿博股份	减仓	100→60%	18.69	-11.03%
2023-05-12	曙光数创	买入	0→40%	118.35	-
2023-05-09	剑桥科技	卖出	46→0%	58.01	+21.39%
2023-05-09	鸿博股份	加仓	54→100%	21.01	-
2023-05-05	剑桥科技	减仓	65→50%	64.00	+33.92%
2023-05-05	鸿博股份	加仓(持仓已满)	35→50%	19.89	-
2023-05-05	剑桥科技	减仓	100→65%	63.89	+33.69%
2023-05-05	鸿博股份	买入	0→35%	19.71	-
2023-04-13	寒武纪	卖出	33→0%	198.41	-
2023-04-13	剑桥科技	加仓	67→100%	47.79	-
2023-04-12	剑桥科技	减仓(无slice)	71→65%	45.55	-
2023-04-12	寒武纪	688拦截	29→35%	209.96	-
2023-04-12	华工科技	卖出	29→0%	31.32	-2.32%
2023-04-12	寒武纪	688拦截	0→29%	210.00	-
2023-04-11	创业黑马	卖出	21→0%	27.42	-25.31%
2023-04-11	剑桥科技	减仓(无slice)	79→70%	44.00	-
2023-04-11	华工科技	买入	0→30%	32.07	-
2023-03-29	拓维信息	卖出	29→0%	16.11	+53.34%
2023-03-29	创业黑马	买入	0→29%	36.71	-
2023-03-23	拓维信息	减仓	51→30%	12.07	+14.89%
2023-03-23	剑桥科技	加仓(持仓已满)	49→70%	27.32	-
2023-03-17	剑桥科技	买入	0→50%	23.93	-
2023-03-17	民和股份	卖出	49→0%	21.35	-
2023-03-17	星网宇达	卖出	51→0%	38.58	-2.87%
2023-03-17	拓维信息	买入	0→50%	10.50	-
2023-03-16	晶瑞电材	卖出	46→0%	18.28	-
2023-03-16	先导基电	卖出	49→0%	19.12	-
2023-03-16	星网宇达	加仓	5→50%	39.34	-
2023-03-16	民和股份	买入	0→50%	21.92	-
2023-03-15	星网宇达	减仓	49→4%	38.18	-11.48%
2023-03-15	晶瑞电材	买入	0→45%	18.10	-
2023-03-15	中国卫星	卖出	55→0%	33.44	-
2023-03-15	星网宇达	加仓(低于最小手数)	45→50%	39.90	-
2023-03-15	先导基电	买入	0→50%	20.39	-
2023-03-01	剑桥科技	卖出	56→0%	21.08	-
2023-03-01	星网宇达	加仓(低于最小手数)	44→50%	42.58	-
2023-03-01	中国卫星	买入	0→50%	29.72	-
2023-03-01	民和股份	卖出	21→0%	21.16	-4.09%
2023-03-01	星网宇达	加仓	22→43%	43.14	-
2023-03-01	民和股份	减仓	42→21%	21.15	-4.13%
2023-03-01	星网宇达	买入	0→22%	42.76	-
2023-02-22	南网能源	卖出	50→0%	8.52	-
2023-02-22	剑桥科技	买入	0→49%	16.42	-
2023-02-21	多氟多	卖出	100→0%	35.45	-3.04%
2023-02-21	民和股份	买入	0→50%	22.06	-
2023-02-21	南网能源	买入	0→50%	8.38	-
2023-02-10	天马科技	卖出	100→0%	17.37	-1.31%
2023-02-10	多氟多	买入	0→100%	36.56	-
2023-02-08	万东医疗	卖出	100→0%	21.50	-2.65%
2023-02-08	天马科技	买入	0→100%	17.60	-
2023-02-06	德明利	卖出	100→0%	65.23	+4.15%
2023-02-06	万东医疗	买入	0→100%	22.09	-
2023-01-16	德明利	买入	0→100%	62.63	-
2022-06-01	中矿资源	封顶减仓	0→0%	99.54	-
2022-06-01	中矿资源	加仓(低于最小手数)	99→99%	100.55	-
2022-05-23	天际股份	卖出	28→0%	22.86	-43.59%
2022-05-23	多氟多	封顶减仓	0→0%	38.69	-
2022-05-23	多氟多	加仓(低于最小手数)	23→50%	39.08	-
2022-03-16	天华新能	减仓(低于最小手数)	2→1%	72.20	-
2021-08-10	东方日升	卖出	98→0%	22.21	+44.74%
2021-08-10	中矿资源	买入	0→98%	52.97	-
2021-07-29	士兰微	卖出	44→0%	68.18	+9.46%
2021-07-29	天赐材料	买入	0→45%	105.22	-
2021-07-29	天原股份	卖出	34→0%	12.09	+7.53%
2021-07-29	天际股份	买入	0→34%	40.52	-
2021-07-13	黄河旋风	卖出	44→0%	7.06	+30.88%
2021-07-13	士兰微	买入	0→44%	62.29	-
2021-06-16	通威股份	卖出	17→0%	34.18	+6.40%
2021-06-16	多氟多	买入	0→18%	31.71	-
2021-06-15	海目星	卖出	98→0%	26.96	-
2021-06-15	东方日升	买入	0→98%	15.34	-
2021-06-07	黄河旋风	买入	0→40%	5.39	-
2021-06-07	天原股份	买入	0→42%	11.24	-
2021-06-04	多氟多	卖出	48→0%	32.59	+44.12%
2021-06-04	石大胜华	卖出	34→0%	111.28	+89.86%
2021-04-28	永兴材料	卖出	28→0%	56.45	+37.87%
2021-04-28	多氟多	加仓	18→45%	23.42	-
2021-04-19	阳光电源	卖出	22→0%	64.57	-
2021-04-19	通威股份	买入	0→22%	32.13	-
2021-03-09	海目星	688拦截	0→98%	20.99	-
2021-03-04	赛力斯	卖出	99→0%	21.93	+16.60%
2021-03-03	赛力斯	封顶减仓	0→0%	18.43	-
2021-03-03	华天科技	封顶减仓	0→0%	15.95	-
2021-03-03	*ST亿晶	卖出	17→0%	4.04	-23.97%
2021-03-03	亚玛顿	卖出	53→0%	38.21	-3.16%
2021-03-03	赛力斯	封顶减仓	0→0%	18.43	-
2021-03-03	华天科技	卖出	30→0%	12.80	-21.33%
2021-03-03	多氟多	买入	0→20%	22.53	-
2021-03-03	永兴材料	买入	0→23%	40.95	-
2021-03-03	石大胜华	买入	0→27%	58.61	-
2021-03-03	阳光电源	买入	0→30%	83.74	-
2021-01-05	长电科技	卖出	18→0%	41.93	-7.36%
2021-01-05	*ST亿晶	买入	0→18%	5.31	-
2020-12-07	复星医药	卖出	53→0%	53.77	-4.97%
2020-12-07	长电科技	买入	0→20%	45.26	-
2020-12-07	华天科技	买入	0→33%	16.27	-
2020-12-04	天华新能	减仓	100→1%	16.67	+20.22%
2020-12-04	赛力斯	买入	0→99%	18.81	-
2020-11-26	东富龙	封顶减仓	0→0%	25.31	-
2020-11-26	复星医药	封顶减仓	0→0%	55.46	-
2020-11-26	雅本化学	卖出	20→0%	6.42	-24.02%
2020-11-26	东富龙	卖出	28→0%	16.13	+0.74%
2020-11-26	亚玛顿	买入	0→48%	39.46	-
2020-11-10	复星医药	买入	0→50%	56.58	-
2020-11-10	雅本化学	封顶减仓	0→0%	8.28	-
2020-11-10	保龄宝	卖出	49→0%	11.15	-48.33%
2020-10-14	丰原药业	卖出	19→0%	9.73	-5.72%
2020-10-14	雅本化学	买入	0→19%	8.44	-
2020-09-03	旗滨集团	卖出	19→0%	8.18	-4.97%
2020-09-03	丰原药业	买入	0→19%	10.32	-
2020-08-31	华天科技	卖出	20→0%	15.67	+0.30%
2020-08-31	旗滨集团	买入	0→19%	8.61	-
2020-08-20	丰原药业	卖出	27→0%	10.71	-15.69%
